name,url,categories,website,phone,address
IceMachineClearance.com,https://internationalfrozenyogurt.com/suppliers/icemachineclearance-com/,"Frozen yogurt machines,Restaurant equipment",http://www.icemachineclearance.com/,(866) 777-7177,"228 Watchung Ave.,West Orange, NJ 07052,US"
Icesurance,https://internationalfrozenyogurt.com/suppliers/icesurance/,Frozen yogurt machines,http://icesurance.com/,(800) 999-5616,"500 Fenimore Rd.,Mamaroneck,NY 10543,US"
ICETRO,https://internationalfrozenyogurt.com/suppliers/icetro/,Frozen yogurt machines,http://www.icemaker.co.kr,(82) 32 814 2160,"78BL/3LT, 648 -2 Kojan-Dong, Namdong - KU Incheon, KR,405-310,South Korea"
Icetro Mexico,https://internationalfrozenyogurt.com/suppliers/icetro-mexico/,Frozen yogurt machines,http://www.icetromexico.com,01 800 841 1772,"Del. Benito Juárez, México D.F.,Mexico"
IdeaStage Promotions,https://internationalfrozenyogurt.com/suppliers/ideastage-promotions/,Packaging,http://www.ideastage.com/,(866) 890-5096,"21045 N 9th Pl. #203,Phoenix, AZ 85024,US"
IFN Green,https://internationalfrozenyogurt.com/suppliers/ifn-green/,Packaging,http://www.ifngreen.com/,(510) 868-2891,"San Leandro, CA,US"
Igloo Food Equipment,https://internationalfrozenyogurt.com/suppliers/igloo-food-equipment/,Restaurant equipment,http://www.igloofoodequipment.com/,(416) 663-3051,"124 Norfinch Drive,Toronto, Ontario, Canada,M3N 1X1"
iiGLOO Frozen Desserts & Supplies,https://internationalfrozenyogurt.com/suppliers/iigloo-frozen-desserts-supplies/,"Frozen yogurt mix,Packaging,Toppings & ingredients",http://goldcoastassociates.com/,(561) 912-0399,"6451 E Rogers Cir,Boca Raton	FL	33487,US"
Innodis Ltd.,https://internationalfrozenyogurt.com/suppliers/innodis-ltd/,Frozen yogurt mix,http://www.innodisgroup.com/,(230) 206 0800,"Innodis Building,,Caudan,,Mauritius"
"InstantWhip Foods, Inc.",https://internationalfrozenyogurt.com/suppliers/instantwhip-foods-inc/,Frozen yogurt mix,http://www.instantwhip.com,(800) 544-9447,"Columbus,OH 43215,US"
Instawares Restaurant Equipment,https://internationalfrozenyogurt.com/suppliers/instawares-restaurant-equipment/,Restaurant equipment,,(877) 514-6814,"1305 Chastain Rd NW Ste 500 Bldg 100,Kennesaw,GA 30144,US"
Island Ice Cream Company,https://internationalfrozenyogurt.com/suppliers/island-ice-cream-company/,"Frozen yogurt mix,Toppings & ingredients",http://islandicecream.net/,(609) 522-0438,"3809 Park Blvd.,Wildwood,NJ 08260,US"
Island Oasis,https://internationalfrozenyogurt.com/suppliers/island-oasis/,Frozen yogurt mix,http://www.islandoasis.com/,(800) 999-5674,"141 Norfolk St.,,Walpole, MA,US"
Island Taylor,https://internationalfrozenyogurt.com/suppliers/island-taylor/,Frozen yogurt machines,http://islandtaylor.com/,(808) 833-1226,"2176 Lauwiliwili St., Unit 6-7,,Kapolei, HI 96707,US"
"Itaberco, Inc./USA",https://internationalfrozenyogurt.com/suppliers/itaberco-inc-usa/,Frozen yogurt mix,http://itaberco.com,(866) 904-0990,"1900 Bayard Street,Baltimore,MD 21230,US"
J.E.S. Restaurant Equipment,https://internationalfrozenyogurt.com/suppliers/j-e-s-restaurant-equipment/,"Frozen yogurt machines,Restaurant equipment",http://www.jesrestaurantequipment.com,(800) 200-6056,"2108 Highway 72,Greenwood,SC 29649,US"
J.L. Lennard,https://internationalfrozenyogurt.com/suppliers/j-l-lennard/,Frozen yogurt machines,http://www.jllennard.com.au,02 9475 9000,"42 Giffard Street,Silverwater,NSW 2128,Australia"
J.L. Lennard,https://internationalfrozenyogurt.com/suppliers/j-l-lennard-2/,Frozen yogurt machines,http://www.jllennard.com.au,08 8354 1515,"27 Phillips Street,Thebarton,SA 5031,Australia"
J.L. Lennard,https://internationalfrozenyogurt.com/suppliers/j-l-lennard-3/,Frozen yogurt machines,http://www.jllennard.com.au,07 3422 8100,"10 Dividend Street,Mansfield,QLD 4122,Australia"
J.L. Lennard,https://internationalfrozenyogurt.com/suppliers/j-l-lennard-4/,Frozen yogurt machines,http://www.jllennard.com.au,03 8598 6300,"2-4 Martin Street,St Kilda,VIC 3182,Australia"
J.L. Lennard,https://internationalfrozenyogurt.com/suppliers/j-l-lennard-5/,Frozen yogurt machines,http://www.jllennard.com.au,08 9455 2655,"Unit 6/211 Bannister Road,Canning Vale,WA 6155,Australia"
J.L. Lennard,https://internationalfrozenyogurt.com/suppliers/j-l-lennard-6/,Frozen yogurt machines,http://www.jllennard.com.au,+64 (0)9 572 8084,"Unit 2, 25 Allright Place,Mt Wellington,Auckland 1060,New Zealand"
Jack & Jill Ice Cream,https://internationalfrozenyogurt.com/suppliers/jack-jill-ice-cream/,Frozen yogurt mix,http://www.jjicc.com/,(856) 813-2300,"101 Commerce Drive,Moorestown, NJ 08057,US"
JAS Wholesale,https://internationalfrozenyogurt.com/suppliers/jas-wholesale/,"Frozen yogurt mix,Packaging,Restaurant equipment,Toppings & ingredients",http://www.jaswholesale.com/,(610) 967-0663,"4501 Colebrook Ave.,Emmaus, PA 18049,US"
Jean’s Restaurant Supply,https://internationalfrozenyogurt.com/suppliers/jeans-restaurant-supply/,"Frozen yogurt machines,Restaurant equipment",http://www.jeansrestaurantsupply.com/,(866) 618-4999,"426 S. Staples Street,Corpus Christi,TX 78401,US"
JefCo AC and Refrigeration,https://internationalfrozenyogurt.com/suppliers/jefco-ac-and-refrigeration/,Consulting/Services,,(850) 654-4822,"161 Goldsby Rd Unit C5,Santa Rosa Beach,FL 32459,US"
JES Restaurant Equipment,https://internationalfrozenyogurt.com/suppliers/jes-restaurant-equipment/,Restaurant equipment,http://www.jesrestaurantequipment.com/,864-223-8222,"2108 Highway 72,Greenwood, SC 29649,US"
Jing Chye Enterprise,https://internationalfrozenyogurt.com/suppliers/jing-chye-enterprise/,Packaging,http://www.jc-foodpack.com/,(886) 47812570,"No. 5, Gongye W. 5th Rd.,Lugang Township,Changhua County 505,Taiwan"
JJ Food Service,https://internationalfrozenyogurt.com/suppliers/jj-food-service/,Frozen yogurt mix,http://www.jjfoodservice.com/,08433 09 09 91,"7 Solar Way, Enfield,EN3 7XY,UK"
Johnson Bros Bakery Supply,https://internationalfrozenyogurt.com/suppliers/johnson-bros-bakery-supply/,Frozen yogurt mix,http://jbrosbakerysupply.com/,(877) 446-2767,"1225 East Crosby Rd.,Ste B-24,Carrollton, TX 75006,US"
Joseph T. Berrena Mechanicals,https://internationalfrozenyogurt.com/suppliers/joseph-t-berrena-mechanicals/,Consulting/Services,http://www.jtbmechanicals.com,(866) 286-4466,"279 Standing Stone Ave.,Huntingdon,PA 16652,US"
JTB Distributors,https://internationalfrozenyogurt.com/suppliers/jtb-distributors/,"Consulting/Services,Frozen yogurt machines",http://jtbdistributors.com/,(707) 251-3910,"P.O. Box 3716,Napa, CA 94558,US"
Kaleel Bros.,https://internationalfrozenyogurt.com/suppliers/kaleel-bros/,"Frozen yogurt mix,Packaging,Toppings & ingredients",http://www.kaleelbrothers.com,(800) 929-3663,"761 Bev Rd.,Youngstown	OH,44512,US"
Kappus Company,https://internationalfrozenyogurt.com/suppliers/kappus-company/,Frozen yogurt machines,http://www.kappuscompany.com/,(800) 441-8089,"4755 West 150th Street,Cleveland,OH 44135,US"
Karat Cup,https://internationalfrozenyogurt.com/suppliers/karat-cup/,Packaging,http://karatcup.com/,(626) 965-8882,"1100 Coiner Court,City of Industry,CA 91748,US"
KASCO SharpTech,https://internationalfrozenyogurt.com/suppliers/kasco-sharptech/,Consulting/Services,http://www.kascosharptech.com,(314) 771-1550,"1569 Tower Grove Ave.,St. Louis,MO 63110,US"
KaTom Restaurant Supply,https://internationalfrozenyogurt.com/suppliers/katom-restaurant-supply/,Restaurant equipment,http://www.katom.com/,(800) 541-8683,"305 KaTom Drive,Kodak,TN 37764,US"
KatzDesignGroup,https://internationalfrozenyogurt.com/suppliers/katzdesigngroup/,Consulting/Services,,(602) 493-1552,"Phoenix,AZ,US"
Kent Precision Foods Group,https://internationalfrozenyogurt.com/suppliers/kent-precision-foods-group/,Frozen yogurt mix,http://www.precisionfoods.com/,630-226-0072 ext. 2275,"1000 Dalton Ln, Bolingbrook, IL 60490"
Kentucky Restaurant Supply,https://internationalfrozenyogurt.com/suppliers/kentucky-restaurant-supply/,"Frozen yogurt machines,Restaurant equipment",http://www.kyrestaurantsupply.com/,(888) 235-2105,"1520 Island Ford Road Madisonville, KY 42431,US"
Kerekes Bakery & Restaurant Supply,https://internationalfrozenyogurt.com/suppliers/kerekes-bakery-restaurant-supply/,"Frozen yogurt machines,Restaurant equipment",http://www.bakedeco.com,(800) 525-5556,"6103 15th Avenue,Brooklyn,NY 11219,US"
Kerrymaid,https://internationalfrozenyogurt.com/suppliers/kerrymaid/,Frozen yogurt mix,http://www.kerrymaid.co.uk/,(0800) 783 4321,"PO Box 145,Freepost, Birmingham,B24 8WR	UK"
Key Food Equipment,https://internationalfrozenyogurt.com/suppliers/key-food-equipment/,Consulting/Services,http://www.keyfood.ca/,(604) 539-3663,"#145-8528 Glenlyon Pkwy,Burnaby, BC V5J 0B6,Canada"
Kitchen Restock,https://internationalfrozenyogurt.com/suppliers/kitchen-restock/,Restaurant equipment,http://www.kitchenrestock.com/,(844) 786-8477,"83 Park Place,Clearwater, FL 33759,US"
"Kiwi Burst, LLC",https://internationalfrozenyogurt.com/suppliers/kiwi-burst-llc/,Franchises,http://www.kiwiburst.com/,,"Providence,RI,US"
KiwiYo Franchising,https://internationalfrozenyogurt.com/suppliers/kiwiyo-franchising/,Franchises,http://www.kiwiyo.com/,,"95 Tamaki Drive,Auckland,New Zealand"
Kool Technologies,https://internationalfrozenyogurt.com/suppliers/kool-technologies/,Frozen yogurt machines,http://kooltechnologies.com,(603) 483-2256,"714 Bonded Pkwy.,Streamwood,IL 60107,US"
Krishna Food India,https://internationalfrozenyogurt.com/suppliers/krishna-food-india/,Toppings & ingredients,http://www.bubbletea.co.in/,91-9923556599,"Vitthal Mandir, Kasba,Jalna. 431203,Maharashtra, India"
Kuna Foodservice,https://internationalfrozenyogurt.com/suppliers/kuna-foodservice/,Frozen yogurt mix,http://www.kunafoodservice.com/,(618) 286-4000,"704 Kuna Industrial Dr. Dupo, IL 62239,US"
Lane and McClain,https://internationalfrozenyogurt.com/suppliers/lane-and-mcclain/,Frozen yogurt machines,http://www.laneandmcclain.com/,(214) 748-7669,"2062 Irving Blvd.,Dallas, TX 752017,US"
Lawrence & Schiller,https://internationalfrozenyogurt.com/suppliers/lawrence-schiller/,Consulting/Services,http://www.l-s.com/industry/food-service,(605) 338-8000,"3932 South Willow Ave.,Sioux Falls, SD 57105,US"
Le Waf,https://internationalfrozenyogurt.com/suppliers/le-waf/,Toppings & ingredients,http://www.eurosnack.com/,(530) 581-0600,"3830 Dinah Rd.,Ste. 1150,Carnelian Bay, CA 96140,US"
Let’s YO! Yogurt Franchise,https://internationalfrozenyogurt.com/suppliers/lets-yo-yogurt-franchise/,Franchises,http://www.letsyoyogurt.com,(732) 431-0062,"43 County Rd. 537 W,Colts Neck,NJ 7722,US"
Letica Corporation,https://internationalfrozenyogurt.com/suppliers/letica-corporation/,Packaging,http://www.letica.com/,(248) 652-0557,"52585 Dequindre Rd.,Rochester,MI 48307,US"
Lick It Don’t Drip It Ice Cream Rental,https://internationalfrozenyogurt.com/suppliers/lick-dont-drip-ice-cream-rental/,Frozen yogurt machines,http://lickitdontdripit.com/,(816) 918-3232,"818 Timber St.,Pleasant Hill, MO 64080,US"
Lick Yogurt,https://internationalfrozenyogurt.com/suppliers/lick-yogurt/,Frozen yogurt mix,http://lickyogurt.com/,01273 945102,UK
Limelight Foods of Canada,https://internationalfrozenyogurt.com/suppliers/limelight-foods-of-canada/,Frozen yogurt mix,http://limelightinc.com/,(604) 684-4266,"11340, 158A St,Surrey,BC V4N 5R2,Canada"
LiquidConcepts,https://internationalfrozenyogurt.com/suppliers/liquidconcepts/,"Frozen yogurt mix,Toppings & ingredients",http://www.liquidconcepts.co.za/,27 21 447 2446,"Unit 8A, Upper Eastside,31 Brickfield Rd.,Woodstock, Cape Town,South Africa"
"Llaollao, Inc.",https://internationalfrozenyogurt.com/suppliers/llaollao-inc/,Franchises,http://www.llaollaoweb.com/int/franchise,,"Apartado De Correos (Post Box) 4051,Murcia,30080,Spain"
Lollicup USA,https://internationalfrozenyogurt.com/suppliers/lollicup-usa/,Toppings & ingredients,http://www.lollicupstore.com,(626) 965-8882,"6185 Kimball Ave.,Chino	CA	91708,US"
Lolly,https://internationalfrozenyogurt.com/suppliers/lolly/,Restaurant equipment,http://www.itslolly.com,0800 038 5389,"1st Floor, Crystal Gate, 28-30 Worship Street, London, EC2A  2AH. UK"
Lomond Wholesale,https://internationalfrozenyogurt.com/suppliers/lomond-wholesale/,Frozen yogurt mix,http://www.lomondwholesale.co.uk/,0141 353 6777,"75 Keppochhill Drive,,Port Dundas, Glasgow,G21 1HX,UK"
Love’s Thermal Systems,https://internationalfrozenyogurt.com/suppliers/loves-thermal-systems/,"Consulting/Services,Frozen yogurt machines",http://lovesthermal.com/,(570) 823-8847,"29 East North St.,Wilkes Barre,PA 18701,US"
Lusel,https://internationalfrozenyogurt.com/suppliers/lusel/,"Frozen yogurt mix,Toppings & ingredients",http://www.lusel.it/,0743.224286,"Spoleto, Italy"
Luxlait,https://internationalfrozenyogurt.com/suppliers/luxlait/,Frozen yogurt mix,http://www.luxlait.lu/,,"L-7759 Roost,Bissen B.P. 87 L-7501 Mersch,Luxembourg"
Lyons Magnus,https://internationalfrozenyogurt.com/suppliers/lyons-magnus/,Toppings & ingredients,http://www.lyonsmagnus.com/,(800) 344-7130,"3158 E Hamilton Ave.,Fresno, CA 93702,US"
M & M Equipment Corp.,https://internationalfrozenyogurt.com/suppliers/m-m-equipment-corp/,Restaurant equipment,http://www.mmequip.com/,(847) 673-0300,"7355 Monticello Ave.,Skokie, IL 60076,US"
Madeira Trading,https://internationalfrozenyogurt.com/suppliers/madeira-trading/,Frozen yogurt mix,http://www.madeiratrading.com,607-283-3032,"314 E. State St.,Ithaca, NY 14850,USA"
Majors Group,https://internationalfrozenyogurt.com/suppliers/majors-group/,"Frozen yogurt machines,Frozen yogurt mix,Packaging,Toppings & ingredients",http://www.facebook.com/MajorsGroup,1-800-625-677,"Unit15/57A Rhodes,Hillsdale	NSW,2036,Australia"
Mami’s Gelato,https://internationalfrozenyogurt.com/suppliers/mamis-gelato/,Frozen yogurt mix,http://www.mamisgelato.com,(844) 696-2647,"430 E Kirkwood Ave,Bloomington, IN,47408,US"
Manitowoc Foodservice,https://internationalfrozenyogurt.com/suppliers/manitowoc-foodservice/,Restaurant equipment,http://www.manitowocfsusa.com,(877) 375-9300,"2227 Welbilt Blvd.,New Port Richey	FL,34655,US"
Mapleton’s Organic,https://internationalfrozenyogurt.com/suppliers/mapletons-organic/,Frozen yogurt mix,http://mapletonsorganic.ca/,(519) 638-1115,"8548 Wellington Road 7,RR#1,Moorefield, ON,N0G 2K0,Canada"
Marcantonio Foods,https://internationalfrozenyogurt.com/suppliers/marcantonio-foods/,"Frozen yogurt mix,Packaging",http://www.marcantonio.co.uk/,44 (0)20 8591 3399,"18-22 Thames Road,Barking, Essex,IG11 0HZ,UK"
Marcel’s Franchising,https://internationalfrozenyogurt.com/suppliers/marcels-franchising/,Franchises,http://www.marcels.co.za/,27 21 887 5803,South Africa
Marque Foods,https://internationalfrozenyogurt.com/suppliers/marque-foods/,"Frozen yogurt mix,Toppings & ingredients",http://www.marquefoods.com/,(888) 992-4114,"322 Littlefield Avenue,South San Francisco, CA 94080,US"
Masconi,https://internationalfrozenyogurt.com/suppliers/masconi/,Toppings & ingredients,http://www.masconi.com/,,"Portland, OR,US"
Matrix Gelato Machines,https://internationalfrozenyogurt.com/suppliers/matrix-gelato-machines/,Frozen yogurt machines,http://www.matrix-gelatomachines.net,(0041) - 91 - 921 00 94,"Piazza Cioccaro 4,Lugano,CH 6900,Switzerland"
Matt’s Cones,https://internationalfrozenyogurt.com/suppliers/matts-cones/,Toppings & ingredients,http://mattcones.com/,(540) 283-9347,"PO Box 1002,Waynesboro, VA 22980,US"
McCormack Distributing,https://internationalfrozenyogurt.com/suppliers/mccormack-distributing/,Frozen yogurt machines,http://www.mccormackdistributing.com,(800) 383-5678,"1755 24th St SW, PO Box 807,LeMars,IA 51031,US"
MEC3,https://internationalfrozenyogurt.com/suppliers/mec3/,Frozen yogurt mix,http://www.mec3.com,+39 0541 859411,"Via Gaggio 72,San Clemente,Rimini 47832,Italy"
MEC3,https://internationalfrozenyogurt.com/suppliers/mec3-2/,Frozen yogurt mix,http://www.mec3.com,+49 89 992495-0,"Sternstr. 20 85609,Aschheim,Germany"
Mehen,https://internationalfrozenyogurt.com/suppliers/mehen/,Frozen yogurt machines,http://www.mehen.com,,"699 Lai Yin Da Rd.,Nanjing	JiangNin District,211100,China"
Menchie’s Frozen Yogurt Franchise,https://internationalfrozenyogurt.com/suppliers/menchies-frozen-yogurt-franchise/,Franchises,http://www.menchies.com/franchise,(877) 696-3624,"17555 Ventura Boulevard, #200,Encino,CA 91316,US"
MICROS Systems,https://internationalfrozenyogurt.com/suppliers/micros-systems/,Point of sale systems,http://www.micros.com,(866) 287-4736,"7031 Columbia Gateway Drive,Columbia	MD	21046,US"
Midwest Equipment Company,https://internationalfrozenyogurt.com/suppliers/midwest-equipment-company/,Frozen yogurt machines,http://taylormidwest.com/,(800) 397-1515,"2511 Cassens Drive,Fenton	MO	63026,US"
Mindful Design Consulting,https://internationalfrozenyogurt.com/suppliers/mindful-design-consulting/,Consulting/Services,http://mindfuldesignconsulting.com,(858) 733-2445,"3314 Redwood St.,San Diego,CA 92104,US"
Mineral Tiles,https://internationalfrozenyogurt.com/suppliers/mineral-tiles/,Restaurant equipment,http://www.mineraltiles.com/,(305) 600-4877,"2520 NW 97th Ave Suite # 100,Doral	FL	33172,US"
Mission Restaurant Supply,https://internationalfrozenyogurt.com/suppliers/mission-restaurant-supply/,Restaurant equipment,http://www.missionrs.com/,(866) 336-7844,"1126 S. St. Mary's Street,San Antonio,TX 78210,US"
Mission Total Supply,https://internationalfrozenyogurt.com/suppliers/mission-total-supply/,"Frozen yogurt mix,Packaging,Toppings & ingredients",http://www.missiontotalsupply.com/,(213)841-2302,"1411 W 8th St. #A,Los Angeles CA 90017,US"
"MMD Entertainments, Inc.",https://internationalfrozenyogurt.com/suppliers/mmd-entertainments-inc/,Consulting/Services,http://open-a-yogurt-store.com,(800) 551-5006,"9663 Santa Monica Blvd. Suite 1028,Beverly Hills, CA 90210,US"
Modus POS,https://internationalfrozenyogurt.com/suppliers/modus-pos/,Point of sale systems,http://moduspos.com/,(347) 746-9796,"2524 Hoyt Avenue South Astoria, NY 11102,US"
Monalisa Yoghurt,https://internationalfrozenyogurt.com/suppliers/monalisa-yoghurt/,"Frozen yogurt mix,Toppings & ingredients",http://www.monalisa.co.nz/,0800 342 355,"46 Stanley St.,Parnell, Auckland 1010,New Zealand"
Monin,https://internationalfrozenyogurt.com/suppliers/monin/,Toppings & ingredients,http://www.monin.com/,(855) 352-8671,"2100 Range Rd,Clearwater, FL,US"
Montebianco,https://internationalfrozenyogurt.com/suppliers/montebianco/,Frozen yogurt mix,http://montebiancoweb.com/,(305) 597-8248,"2315 NW 101 Ave.,Box 75 Cldg 1 B6,Doral, FL 33172,US"
Montgelato,https://internationalfrozenyogurt.com/suppliers/montgelato/,Frozen yogurt machines,http://www.montgelato.com,,"Montevideo,Uruguay"
Morre Interiors,https://internationalfrozenyogurt.com/suppliers/morre-interiors/,Consulting/Services,http://www.seolondonsurrey.co.uk/,,
Motimate,https://internationalfrozenyogurt.com/suppliers/motimate/,Consulting/Services,http://www.motimateapp.com/,,
Mount Pleasant Ice Cream,https://internationalfrozenyogurt.com/suppliers/mount-pleasant-ice-cream/,"Frozen yogurt mix,Toppings & ingredients",http://www.mtpleasanticecream.com/,(201) 933-3443,"25 East Union Ave.,East Rutherford,NJ 07073,US"
Mountain Sales & Service,https://internationalfrozenyogurt.com/suppliers/mountain-sales-service/,Frozen yogurt machines,http://mtnsales.com,(800) 847-2557,"6759 East 50th Avenue,Commerce City,CO 80022,US"
Moyo Frozen Yogurt Franchising,https://internationalfrozenyogurt.com/suppliers/moyo-frozen-yogurt-franchising/,Franchises,http://moyo.com.mx,,"Mexico City,Mexico"
Mr Margarita,https://internationalfrozenyogurt.com/suppliers/mr-margarita/,Frozen yogurt machines,http://www.mrmargaritaorangecounty.com/,(949) 233-9931,"CA, US"
MY!CED frozen yogurt & bubble tea,https://internationalfrozenyogurt.com/suppliers/myced-frozen-yogurt-bubble-tea/,Franchises,http://www.myiced.com,+351916828084,
MyChefStore.com,https://internationalfrozenyogurt.com/suppliers/mychefstore-com/,"Frozen yogurt machines,Restaurant equipment",http://www.mychefstore.com/,(866) 446-2930,"4348 Waialae Ave. Ste 227,Honolulu,HI 96816,US"
MYO Pure Frozen Yogurt Franchising,https://internationalfrozenyogurt.com/suppliers/myo-pure-frozen-yogurt-franchising/,Franchises,http://myofrozenyogurt.com,(925) 934-8858,"CA,US"
MyYogurtSupplies.com,https://internationalfrozenyogurt.com/suppliers/myyogurtsupplies-com/,"Frozen yogurt machines,Frozen yogurt mix,Packaging",http://myyogurtsupplies.com,(818) 583-7696,"18039 Chatsworth St. #33674,Granada Hills,CA 91394,US"
National Computer Corporation,https://internationalfrozenyogurt.com/suppliers/national-computer-corporation/,Point of sale systems,http://www.nccusa.com,(866) 944-5164,"211 Century Drive Suite #100-B,Greenville,SC 29607,US"
National Flavors,https://internationalfrozenyogurt.com/suppliers/national-flavors/,Toppings & ingredients,http://www.nationalflavors.com/,(800) 525-2431,"1206 East Crosstown Pkwy.,Kalamazoo, MI 49001,US"
Nationwide Merchant Solutions,https://internationalfrozenyogurt.com/suppliers/nationwide-merchant-solutions/,Point of sale systems,http://nationwidemerchantsolutions.com/,(855) 975-3331,"195 Main St. New Milford, New Jersey 07646,USA"
Nature’s Flavors,https://internationalfrozenyogurt.com/suppliers/natures-flavors/,Toppings & ingredients,http://www.naturesflavors.com,(714) 744-3700,"833 N. Elm St.,Orange,CA 92867,US"
NCC/Reflection POS,https://internationalfrozenyogurt.com/suppliers/nccreflection-pos/,Point of sale systems,http://nccusa.com/,(864) 233-8824,"211 Century Dr., Suite #100-B,Greenville,SC 29607,US"
NCR Silver,https://internationalfrozenyogurt.com/suppliers/ncr-silver/,Point of sale systems,http://www.ncrsilver.com/,(877) 630-9711,US
Neil Nitrogen Ice Cream Machine,https://internationalfrozenyogurt.com/suppliers/neil-nitrogen-ice-cream-machine/,Frozen yogurt machines,http://www.neilequipment.com/,(800) 573 - 0570,"3408 W 84th Street, Suite 114,Hialeah Gardens, FL, 33018,US"
Nella Food Equipment,https://internationalfrozenyogurt.com/suppliers/nella-food-equipment/,"Frozen yogurt machines,Restaurant equipment",http://nellacutlery.com/,(416) 740-2424,"148 Norfinch Dr,North York, Toronto,ON,Canada"
Nestle Dessert Ingredients,https://internationalfrozenyogurt.com/suppliers/nestle-dessert-ingredients/,Toppings & ingredients,http://www.nestleprofessional.us/dessertingredients,(800) 288-8682,"800 N Brand Blvd.,Glendale, CA 91203,US"
New WinCup Holdings,https://internationalfrozenyogurt.com/suppliers/new-wincup-holdings/,Packaging,http://viofoam.com/,(770) 771-5861,"4640 Lewis Road,Stone Mountain, GA 30083,US"
"New York POS, The",https://internationalfrozenyogurt.com/suppliers/the-new-york-pos/,Point of sale systems,,(646) 543-1201,"449 Jane St.,Fort Lee,NJ 07024,US"
Nisbets Inc.,https://internationalfrozenyogurt.com/suppliers/nisbets-inc/,Restaurant equipment,http://www.nisbets.com/,(888) 747-1447,"151 Bata Blvd.,Baltimore	MD,21017,US"
Nubi Yogurt Franchising,https://internationalfrozenyogurt.com/suppliers/nubi-yogurt-franchising/,Franchises,http://www.nubiyogurt.com/franchise.html,,"19811 E. Colima Rd., Suite 200,Walnut,CA 91789,US"
Nuts.com,https://internationalfrozenyogurt.com/suppliers/nuts-com/,Toppings & ingredients,http://www.nuts.com,(800) 558-6887,"125 Moen Street,Cranford,NJ 07016,US"
NuYo Frozen Yogurt Franchising,https://internationalfrozenyogurt.com/suppliers/nuyo-frozen-yogurt-franchising/,Franchises,http://www.nuyofrozenyogurt.com/,(916) 780-1333,"PO Box 2823,Granite Bay,CA 95746,US"
O-ring Store,https://internationalfrozenyogurt.com/suppliers/o-ring-store/,Frozen yogurt machines,http://www.theoringstore.com,(208) 413-6377,"222 Thain Rd.,Lewiston,ID 83501,US"
Oceanpower America,https://internationalfrozenyogurt.com/suppliers/oceanpower-america/,Frozen yogurt machines,http://www.oceanpoweramerica.com,305-721-7823,"Fort Worth, TX 76120"
Oceanpower Corporation,https://internationalfrozenyogurt.com/suppliers/oceanpower-corporation/,Frozen yogurt machines,http://www.chinafoodol.com,86-755-83300666,"Block C&D, 8/F, BldgF3.8, Tian`an Cyber Park, Chegongmiao, Shenzhen, China"
Omega Software,https://internationalfrozenyogurt.com/suppliers/omega-software/,Point of sale systems,http://www.omegapos.com/,(289) 291-3926,"1155 North Service Rd. West, Unit #11,Oakville, Ontario L6M 3E3,Canada"
One Shot Corporation Ltd.,https://internationalfrozenyogurt.com/suppliers/one-shot-corporation-ltd/,Frozen yogurt machines,http://www.one-shot.com/,44(0)1732 525 925,"60 Churchill Square Business Centre	West,Malling, Kent,ME19 4YU,UK"
Only8 Frozen Yogurt,https://internationalfrozenyogurt.com/suppliers/only8-frozen-yogurt/,Frozen yogurt mix,http://www.only8frozenyogurt.com,(800) 820-1090,"44 College Dr.,Stony Brook,NY 11790,US"
Orange Leaf Frozen Yogurt Franchising,https://internationalfrozenyogurt.com/suppliers/orange-leaf-frozen-yogurt-franchising/,Franchises,http://orangeleafyogurt.com,(888) 883-1004,"14201 Caliber Dr, Suite 200,Oklahoma City,OK 73134,US"
Original Cone Company,https://internationalfrozenyogurt.com/suppliers/original-cone-co/,"Packaging,Toppings & ingredients",http://theoriginalconeco.com.au/,(03) 8339 0730,"4 Fleet St.,Somerton, VIC 3062,Australia"
Overbest Industries,https://internationalfrozenyogurt.com/suppliers/overbest-industries/,Consulting/Services,http://overbest.com/,(702) 873-7031,"801 Las Vegas Blvd. Ste. 150,Las Vegas	NV	89101,US"
OVVI,https://internationalfrozenyogurt.com/suppliers/ovvi/,Point of sale systems,http://www.ovvihq.com/,(800) 767-9585,"12827 Capricorn St.,Stafford, TX 77477,US"
Pack & Proper Co.,https://internationalfrozenyogurt.com/suppliers/pack-proper-co/,Packaging,http://www.packproper.com.tw/,(886) 34698868 ext. 298,"No. 3, Ind. 11th Rd.,Ping-Cheng City,TaoYuan 324,Taiwan"
Packaging Alliance International,https://internationalfrozenyogurt.com/suppliers/packaging-alliance-international/,Packaging,http://vigourpack.com/,(886) 227295119,"E12 Floor 6 No. 5,Taipei,11011,Taiwan"
Palazzolo’s,https://internationalfrozenyogurt.com/suppliers/palazzolos/,Frozen yogurt mix,http://4gelato.com/,(269) 561-2000,"413 Third St.,Fennville	MI	49408,US"
Palm Island Trading,https://internationalfrozenyogurt.com/suppliers/palm-island-trading/,Frozen yogurt machines,,(888) 683-9353,"2023 N. Atlantic Avenue Suite 272,Cocoa Beach,FL 32931,US"
Palo Alto Foods,https://internationalfrozenyogurt.com/suppliers/palo-alto-foods/,"Frozen yogurt mix,Packaging,Toppings & ingredients",http://www.paloaltofoods.com/,(510) 456-2420,"6691 Clark Avenue,Newark,CA 94560,US"
"Paper Company, The",https://internationalfrozenyogurt.com/suppliers/paper-company-the/,Packaging,http://www.thepapercompany.net/,800-834-6248,"2815 Warner Avenue,Irvine, CA 92606,US"
